Site,Location,Depth,Vial_num,Sample_ID,Sample_Date,Inc_month,Composite_num,Weight_mg,Weight_g,Volume_lake_water_L,NO3_spike_µg_L,NH3_spike_µg_L,Analyte,Spike_µg_L,Type,Goal_incubation_hrs,Incubation_start_time,Incubation_end_time,Actual_incubation_hrs,bin,Notes,NO2_NO3_mgNL,NH3_mgNL,Conc_mgNL,Flag,OM_g,OM_%,Percent_water,Sample_dryweight_g,AFDM_g
SS_3m,SS,3,258,Sed_NA_186,2023-07-21,July,3,2000,2,0.025,,100,NH3,100,sediment,6,9:15,15:47,6:32,6,,,0.0084,0.0084,N,0.330,0.012,0.270,1.46,0.01787898495
SS_3m,SS,3,259,Sed_NA_187,2023-07-21,July,1,2060,2.06,0.025,,200,NH3,200,sediment,6,9:18,15:53,6:35,6,,,0.021,0.021,N,0.330,0.012,0.270,1.5038,0.01841535449
SS_3m,SS,3,260,Sed_NA_188,2023-07-21,July,2,2030,2.03,0.025,,200,NH3,200,sediment,6,9:18,15:53,6:35,6,,,0.0027,0.0027,N,0.330,0.012,0.270,1.4819,0.01814716972
SS_3m,SS,3,261,Sed_NA_189,2023-07-21,July,3,1970,1.97,0.025,,200,NH3,200,sediment,6,9:18,15:53,6:35,6,,,0.0176,0.0176,N,0.330,0.012,0.270,1.4381,0.01761080017
SS_3m,SS,3,262,Sed_NA_190,2023-07-21,July,1,2020,2.02,0.025,,800,NH3,800,sediment,6,9:22,15:59,6:37,6,,,0.2645,0.2645,N,0.330,0.012,0.270,1.4746,0.0180577748
SS_3m,SS,3,263,Sed_NA_191,2023-07-21,July,2,2030,2.03,0.025,,800,NH3,800,sediment,6,9:22,15:59,6:37,6,,,0.2101,0.2101,N,0.330,0.012,0.270,1.4819,0.01814716972
SS_3m,SS,3,264,Sed_NA_192,2023-07-21,July,3,2030,2.03,0.025,,800,NH3,800,sediment,6,9:22,15:59,6:37,6,,,0.2262,0.2262,N,0.330,0.012,0.270,1.4819,0.01814716972
SS_3m,SS,3,265,Sed_NA_193,2023-07-21,July,1,1980,1.98,0.025,,1600,NH3,1600,sediment,6,9:24,16:05,6:41,6,,,0.6689,0.6689,N,0.330,0.012,0.270,1.4454,0.0177001951
SS_3m,SS,3,266,Sed_NA_194,2023-07-21,July,2,2030,2.03,0.025,,1600,NH3,1600,sediment,6,9:24,16:05,6:41,6,,,0.5469,0.5469,N,0.330,0.012,0.270,1.4819,0.01814716972
SS_3m,SS,3,267,Sed_NA_195,2023-07-21,July,3,2020,2.02,0.025,,1600,NH3,1600,sediment,6,9:24,16:05,6:41,6,,,0.6739,0.6739,N,0.330,0.012,0.270,1.4746,0.0180577748
SS_3m,SS,3,268,Sed_NA_196,2023-07-21,July,1,2030,2.03,0.025,,2000,NH3,2000,sediment,6,9:26,16:07,6:41,7,,,1.0815,1.0815,N,0.330,0.012,0.270,1.4819,0.01814716972
SS_3m,SS,3,269,Sed_NA_197,2023-07-21,July,2,2020,2.02,0.025,,2000,NH3,2000,sediment,6,9:26,16:07,6:41,7,,,1.099,1.099,N,0.330,0.012,0.270,1.4746,0.0180577748
SS_3m,SS,3,270,Sed_NA_198,2023-07-21,July,3,2010,2.01,0.025,,2000,NH3,2000,sediment,6,9:26,16:07,6:41,7,,,1.0887,1.0887,N,0.330,0.012,0.270,1.4673,0.01796837987
BW_10m,BW,10,271,Sed_NA_199,2023-07-21,July,1,2020,2.02,0.025,,0,NH3,0,sediment,6,9:12,15:44,6:32,5,,,0.0064,0.0064,N,0.950,0.042,0.398,1.21604,0.05088528506
BW_10m,BW,10,272,Sed_NA_200,2023-07-21,July,2,1950,1.95,0.025,,0,NH3,0,sediment,6,9:12,15:44,6:32,5,,,0.0037,0.0037,N,0.950,0.042,0.398,1.1739,0.0491219336
BW_10m,BW,10,273,Sed_NA_201,2023-07-21,July,3,2010,2.01,0.025,,0,NH3,0,sediment,6,9:12,15:44,6:32,5,,,0.0043,0.0043,N,0.950,0.042,0.398,1.21002,0.05063337771
BW_10m,BW,10,274,Sed_NA_202,2023-07-21,July,1,2010,2.01,0.025,,100,NH3,100,sediment,6,9:16,15:46,6:30,6,,,0.001,0.001,N,0.950,0.042,0.398,1.21002,0.05063337771
BW_10m,BW,10,275,Sed_NA_203,2023-07-21,July,2,1960,1.96,0.025,,100,NH3,100,sediment,6,9:16,15:46,6:30,6,,,0.0226,0.0226,N,0.950,0.042,0.398,1.17992,0.04937384095
BW_10m,BW,10,276,Sed_NA_204,2023-07-21,July,3,2070,2.07,0.025,,100,NH3,100,sediment,6,9:16,15:46,6:30,6,,,0.0018,0.0018,N,0.950,0.042,0.398,1.24614,0.05214482182
BW_10m,BW,10,277,Sed_NA_205,2023-07-21,July,1,2020,2.02,0.025,,200,NH3,200,sediment,6,9:18,15:53,6:35,6,,,0.0027,0.0027,N,0.950,0.042,0.398,1.21604,0.05088528506
BW_10m,BW,10,278,Sed_NA_206,2023-07-21,July,2,2050,2.05,0.025,,200,NH3,200,sediment,6,9:18,15:53,6:35,6,,,0.0165,0.0165,N,0.950,0.042,0.398,1.2341,0.05164100712
BW_10m,BW,10,279,Sed_NA_207,2023-07-21,July,3,2070,2.07,0.025,,200,NH3,200,sediment,6,9:18,15:53,6:35,6,,,0.0105,0.0105,N,0.950,0.042,0.398,1.24614,0.05214482182
BW_10m,BW,10,280,Sed_NA_208,2023-07-21,July,1,2050,2.05,0.025,,800,NH3,800,sediment,6,9:22,16:00,6:38,6,,,0.0219,0.0219,N,0.950,0.042,0.398,1.2341,0.05164100712
BW_10m,BW,10,281,Sed_NA_209,2023-07-21,July,2,2030,2.03,0.025,,800,NH3,800,sediment,6,9:22,16:00,6:38,6,,,0.0161,0.0161,N,0.950,0.042,0.398,1.22206,0.05113719242
BW_10m,BW,10,282,Sed_NA_210,2023-07-21,July,3,2010,2.01,0.025,,800,NH3,800,sediment,6,9:22,16:00,6:38,6,,,0.0443,0.0443,N,0.950,0.042,0.398,1.21002,0.05063337771
BW_10m,BW,10,283,Sed_NA_211,2023-07-21,July,1,2030,2.03,0.025,,1600,NH3,1600,sediment,6,9:24,16:05,6:41,6,,,0.1796,0.1796,N,0.950,0.042,0.398,1.22206,0.05113719242
BW_10m,BW,10,284,Sed_NA_212,2023-07-21,July,2,1980,1.98,0.025,,1600,NH3,1600,sediment,6,9:24,16:05,6:41,6,,,0.1532,0.1532,N,0.950,0.042,0.398,1.19196,0.04987765566
BW_10m,BW,10,285,Sed_NA_213,2023-07-21,July,3,1940,1.94,0.025,,1600,NH3,1600,sediment,6,9:24,16:05,6:41,6,,,0.1752,0.1752,N,0.950,0.042,0.398,1.16788,0.04887002625
BW_10m,BW,10,286,Sed_NA_214,2023-07-21,July,1,2000,2,0.025,,2000,NH3,2000,sediment,6,9:26,14:13,4:47,7,,,0.3022,0.3022,N,0.950,0.042,0.398,1.204,0.05038147036
BW_10m,BW,10,287,Sed_NA_215,2023-07-21,July,2,1940,1.94,0.025,,2000,NH3,2000,sediment,6,9:26,14:13,4:47,7,,,0.396,0.396,N,0.950,0.042,0.398,1.16788,0.04887002625
BW_10m,BW,10,288,Sed_NA_216,2023-07-21,July,3,2030,2.03,0.025,,2000,NH3,2000,sediment,6,9:26,14:13,4:47,7,,,0.4317,0.4317,N,0.950,0.042,0.398,1.22206,0.05113719242
GB0.5m,GB,0.5,289,Sed_NA_217,2023-07-20,July,1,2060,2.06,0.025,,0,NH3,0,sediment,6,9:33,14:13,4:40,7,,,0.0078,0.0078,N,0.122,0.005,0.193,1.66242,0.008340255221
GB0.5m,GB,0.5,290,Sed_NA_218,2023-07-20,July,2,2000,2,0.025,,0,NH3,0,sediment,6,9:33,14:13,4:40,7,,,0.009,0.009,N,0.122,0.005,0.193,1.614,0.008097335166
GB0.5m,GB,0.5,291,Sed_NA_219,2023-07-20,July,3,2040,2.04,0.025,,0,NH3,0,sediment,6,9:33,14:13,4:40,7,,,0.0107,0.0107,N,0.122,0.005,0.193,1.64628,0.008259281869
GB0.5m,GB,0.5,292,Sed_NA_220,2023-07-20,July,1,1920,1.92,0.025,,100,NH3,100,sediment,6,9:35,16:17,6:42,7,,,0.0818,0.0818,N,0.122,0.005,0.193,1.54944,0.007773441759
GB0.5m,GB,0.5,293,Sed_NA_221,2023-07-20,July,2,2070,2.07,0.025,,100,NH3,100,sediment,6,9:35,16:17,6:42,7,,,0.076,0.076,N,0.122,0.005,0.193,1.67049,0.008380741896
GB0.5m,GB,0.5,294,Sed_NA_222,2023-07-20,July,3,2050,2.05,0.025,,100,NH3,100,sediment,6,9:35,16:17,6:42,7,,,0.0766,0.0766,N,0.122,0.005,0.193,1.65435,0.008299768545
GB0.5m,GB,0.5,295,Sed_NA_223,2023-07-20,July,1,1970,1.97,0.025,,200,NH3,200,sediment,6,9:37,16:18,6:41,7,,,0.1765,0.1765,N,0.122,0.005,0.193,1.58979,0.007975875138
GB0.5m,GB,0.5,296,Sed_NA_224,2023-07-20,July,2,2040,2.04,0.025,,200,NH3,200,sediment,6,9:37,16:18,6:41,7,,,0.1746,0.1746,N,0.122,0.005,0.193,1.64628,0.008259281869
GB0.5m,GB,0.5,297,Sed_NA_225,2023-07-20,July,3,1970,1.97,0.025,,200,NH3,200,sediment,6,9:37,16:18,6:41,7,,,0.176,0.176,N,0.122,0.005,0.193,1.58979,0.007975875138
GB0.5m,GB,0.5,298,Sed_NA_226,2023-07-20,July,1,2090,2.09,0.025,,800,NH3,800,sediment,6,9:39,16:30,6:51,7,Pippetted twice,,0.676,0.676,N,0.122,0.005,0.193,1.68663,0.008461715248
GB0.5m,GB,0.5,299,Sed_NA_227,2023-07-20,July,2,2070,2.07,0.025,,800,NH3,800,sediment,6,9:39,16:30,6:51,7,Pippetted twice,,0.7038,0.7038,N,0.122,0.005,0.193,1.67049,0.008380741896
GB0.5m,GB,0.5,300,Sed_NA_228,2023-07-20,July,3,1950,1.95,0.025,,800,NH3,800,sediment,6,9:39,16:30,6:51,7,Pippetted twice,,0.6024,0.6024,N,0.122,0.005,0.193,1.57365,0.007894901786
GB0.5m,GB,0.5,301,Sed_NA_229,2023-07-20,July,1,2090,2.09,0.025,,1600,NH3,1600,sediment,6,9:41,16:32,6:51,8,,,1.3263,1.3263,N,0.122,0.005,0.193,1.68663,0.008461715248
GB0.5m,GB,0.5,302,Sed_NA_230,2023-07-20,July,2,1970,1.97,0.025,,1600,NH3,1600,sediment,6,9:41,16:32,6:51,8,,,1.3208,1.3208,N,0.122,0.005,0.193,1.58979,0.007975875138
GB0.5m,GB,0.5,303,Sed_NA_231,2023-07-20,July,3,2010,2.01,0.025,,1600,NH3,1600,sediment,6,9:41,16:32,6:51,8,,,1.2038,1.2038,N,0.122,0.005,0.193,1.62207,0.008137821841
GB0.5m,GB,0.5,304,Sed_NA_232,2023-07-20,July,1,2050,2.05,0.025,,2000,NH3,2000,sediment,6,9:46,16:35,6:49,8,,,1.729,1.729,N,0.122,0.005,0.193,1.65435,0.008299768545
GB0.5m,GB,0.5,305,Sed_NA_233,2023-07-20,July,2,2020,2.02,0.025,,2000,NH3,2000,sediment,6,9:46,16:35,6:49,8,,,1.6458,1.6458,N,0.122,0.005,0.193,1.63014,0.008178308517
GB0.5m,GB,0.5,306,Sed_NA_234,2023-07-20,July,3,1990,1.99,0.025,,2000,NH3,2000,sediment,6,9:46,16:35,6:49,8,,,1.7664,1.7664,N,0.122,0.005,0.193,1.60593,0.00805684849
GB_3m,GB,3,307,Sed_NA_235,2023-07-20,July,1,1970,1.97,0.025,,0,NH3,0,sediment,6,9:33,14:14,4:41,7,,,0.0028,0.0028,N,0.104,0.005,0.252,1.47356,0.006803076367
GB_3m,GB,3,308,Sed_NA_236,2023-07-20,July,2,2020,2.02,0.025,,0,NH3,0,sediment,6,9:33,14:14,4:41,7,,,-0.0091,-0.0091,N,0.104,0.005,0.252,1.51096,0.00697574328
GB_3m,GB,3,309,Sed_NA_237,2023-07-20,July,3,1940,1.94,0.025,,0,NH3,0,sediment,6,9:33,14:14,4:41,7,,,0.0153,0.0153,N,0.104,0.005,0.252,1.45112,0.006699476219
GB_3m,GB,3,310,Sed_NA_238,2023-07-20,July,1,2090,2.09,0.025,,100,NH3,100,sediment,6,9:35,16:19,6:44,7,,,-0.0036,-0.0036,N,0.104,0.005,0.252,1.56332,0.007217476958
GB_3m,GB,3,311,Sed_NA_239,2023-07-20,July,2,2050,2.05,0.025,,100,NH3,100,sediment,6,9:35,16:19,6:44,7,,,-0.0027,-0.0027,N,0.104,0.005,0.252,1.5334,0.007079343427
GB_3m,GB,3,312,Sed_NA_240,2023-07-20,July,3,2090,2.09,0.025,,100,NH3,100,sediment,6,9:35,16:19,6:44,7,,,-0.0014,-0.0014,N,0.104,0.005,0.252,1.56332,0.007217476958
GB_3m,GB,3,313,Sed_NA_241,2023-07-20,July,1,2000,2,0.025,,200,NH3,200,sediment,6,9:37,16:21,6:44,7,,,0.0646,0.0646,N,0.104,0.005,0.252,1.496,0.006906676514
GB_3m,GB,3,314,Sed_NA_242,2023-07-20,July,2,2090,2.09,0.025,,200,NH3,200,sediment,6,9:37,16:21,6:44,7,,,0.045,0.045,N,0.104,0.005,0.252,1.56332,0.007217476958
GB_3m,GB,3,315,Sed_NA_243,2023-07-20,July,3,1980,1.98,0.025,,200,NH3,200,sediment,6,9:37,16:21,6:44,7,,,0.0872,0.0872,N,0.104,0.005,0.252,1.48104,0.006837609749
GB_3m,GB,3,316,Sed_NA_244,2023-07-20,July,1,2020,2.02,0.025,,800,NH3,800,sediment,6,9:40,15:43,6:03,8,,,0.5062,0.5062,N,0.104,0.005,0.252,1.51096,0.00697574328
GB_3m,GB,3,317,Sed_NA_245,2023-07-20,July,2,1940,1.94,0.025,,800,NH3,800,sediment,6,9:40,15:43,6:03,8,,,0.5002,0.5002,N,0.104,0.005,0.252,1.45112,0.006699476219
GB_3m,GB,3,318,Sed_NA_246,2023-07-20,July,3,1990,1.99,0.025,,800,NH3,800,sediment,6,9:40,15:43,6:03,8,,,0.4817,0.4817,N,0.104,0.005,0.252,1.48852,0.006872143132
GB_3m,GB,3,319,Sed_NA_247,2023-07-20,July,1,2030,2.03,0.025,,1600,NH3,1600,sediment,6,9:44,16:31,6:47,8,,,1.0426,1.0426,N,0.104,0.005,0.252,1.51844,0.007010276662
GB_3m,GB,3,320,Sed_NA_248,2023-07-20,July,2,2070,2.07,0.025,,1600,NH3,1600,sediment,6,9:44,16:31,6:47,8,,,1.0917,1.0917,N,0.104,0.005,0.252,1.54836,0.007148410193
GB_3m,GB,3,321,Sed_NA_249,2023-07-20,July,3,1960,1.96,0.025,,1600,NH3,1600,sediment,6,9:44,16:31,6:47,8,,,1.0379,1.0379,N,0.104,0.005,0.252,1.46608,0.006768542984
GB_3m,GB,3,322,Sed_NA_250,2023-07-20,July,1,2060,2.06,0.025,,2000,NH3,2000,sediment,6,9:46,16:41,6:55,8,,,0.9093,0.9093,Y,0.104,0.005,0.252,1.54088,0.00711387681
GB_3m,GB,3,323,Sed_NA_251,2023-07-20,July,2,2020,2.02,0.025,,2000,NH3,2000,sediment,6,9:46,16:41,6:55,8,,,1.4437,1.4437,N,0.104,0.005,0.252,1.51096,0.00697574328
GB_3m,GB,3,324,Sed_NA_252,2023-07-20,July,3,2050,2.05,0.025,,2000,NH3,2000,sediment,6,9:46,16:41,6:55,8,,,1.4175,1.4175,N,0.104,0.005,0.252,1.5334,0.007079343427
SH_3m,SH,3,325,Sed_NA_253,2023-07-20,July,1,1940,1.94,0.025,,0,NH3,0,sediment,6,9:34,16:15,6:41,7,,,-0.01,-0.01,N,0.438,0.018,0.220,1.5132,0.02794301807
SH_3m,SH,3,326,Sed_NA_254,2023-07-20,July,2,1920,1.92,0.025,,0,NH3,0,sediment,6,9:34,16:15,6:41,7,,,-0.0112,-0.0112,N,0.438,0.018,0.220,1.4976,0.02765494572
SH_3m,SH,3,327,Sed_NA_255,2023-07-20,July,3,2010,2.01,0.025,,0,NH3,0,sediment,6,9:34,16:15,6:41,7,,,-0.0105,-0.0105,N,0.438,0.018,0.220,1.5678,0.0289512713
SH_3m,SH,3,328,Sed_NA_256,2023-07-20,July,1,2020,2.02,0.025,,100,NH3,100,sediment,6,9:35,16:16,6:41,7,,,0.0289,0.0289,N,0.438,0.018,0.220,1.5756,0.02909530747
SH_3m,SH,3,329,Sed_NA_257,2023-07-20,July,2,2030,2.03,0.025,,100,NH3,100,sediment,6,9:35,16:16,6:41,7,,,0.032,0.032,N,0.438,0.018,0.220,1.5834,0.02923934365
SH_3m,SH,3,330,Sed_NA_258,2023-07-20,July,3,2090,2.09,0.025,,100,NH3,100,sediment,6,9:35,16:16,6:41,7,,,0.0375,0.0375,N,0.438,0.018,0.220,1.6302,0.0301035607
SH_3m,SH,3,331,Sed_NA_259,2023-07-20,July,1,2070,2.07,0.025,,200,NH3,200,sediment,6,9:38,16:27,6:49,7,,,0.0868,0.0868,N,0.438,0.018,0.220,1.6146,0.02981548835
SH_3m,SH,3,332,Sed_NA_260,2023-07-20,July,2,1990,1.99,0.025,,200,NH3,200,sediment,6,9:38,16:27,6:49,8,,,0.1034,0.1034,N,0.438,0.018,0.220,1.5522,0.02866319895
SH_3m,SH,3,333,Sed_NA_261,2023-07-20,July,3,1980,1.98,0.025,,200,NH3,200,sediment,6,9:38,16:27,6:49,8,,,0.1043,0.1043,N,0.438,0.018,0.220,1.5444,0.02851916277
SH_3m,SH,3,334,Sed_NA_262,2023-07-20,July,1,2050,2.05,0.025,,800,NH3,800,sediment,6,9:41,16:29,6:48,8,,,0.5059,0.5059,N,0.438,0.018,0.220,1.599,0.029527416
SH_3m,SH,3,335,Sed_NA_263,2023-07-20,July,2,1940,1.94,0.025,,800,NH3,800,sediment,6,9:41,16:29,6:48,8,,,0.5755,0.5755,N,0.438,0.018,0.220,1.5132,0.02794301807
SH_3m,SH,3,336,Sed_NA_264,2023-07-20,July,3,2050,2.05,0.025,,800,NH3,800,sediment,6,9:41,16:29,6:48,8,,,0.5299,0.5299,N,0.438,0.018,0.220,1.599,0.029527416
SH_3m,SH,3,337,Sed_NA_265,2023-07-20,July,1,1940,1.94,0.025,,1600,NH3,1600,sediment,6,9:44,16:37,6:53,8,,,1.2497,1.2497,N,0.438,0.018,0.220,1.5132,0.02794301807
SH_3m,SH,3,338,Sed_NA_266,2023-07-20,July,2,1980,1.98,0.025,,1600,NH3,1600,sediment,6,9:44,16:37,6:53,8,,,1.1917,1.1917,N,0.438,0.018,0.220,1.5444,0.02851916277
SH_3m,SH,3,339,Sed_NA_267,2023-07-20,July,3,2050,2.05,0.025,,1600,NH3,1600,sediment,6,9:44,16:37,6:53,8,,,1.2712,1.2712,N,0.438,0.018,0.220,1.599,0.029527416
SH_3m,SH,3,340,Sed_NA_268,2023-07-20,July,1,2040,2.04,0.025,,2000,NH3,2000,sediment,6,9:47,16:43,6:56,8,,,1.5058,1.5058,N,0.438,0.018,0.220,1.5912,0.02938337982
SH_3m,SH,3,341,Sed_NA_269,2023-07-20,July,2,2000,2,0.025,,2000,NH3,2000,sediment,6,9:47,16:43,6:56,8,,,1.3846,1.3846,N,0.438,0.018,0.220,1.56,0.02880723512
SH_3m,SH,3,342,Sed_NA_270,2023-07-20,July,3,2010,2.01,0.025,,2000,NH3,2000,sediment,6,9:47,16:43,6:56,8,,,1.4289,1.4289,N,0.438,0.018,0.220,1.5678,0.0289512713
GB_10m,GB,10,343,Sed_NA_271,2023-07-20,July,1,2090,2.09,0.025,,0,NH3,0,sediment,6,9:34,14:13,4:39,7,,,0.0145,0.0145,N,0.232,0.011,0.291,1.48181,0.01610746163
GB_10m,GB,10,344,Sed_NA_272,2023-07-20,July,2,1930,1.93,0.025,,0,NH3,0,sediment,6,9:34,14:13,4:39,7,,,-0.0059,-0.0059,N,0.232,0.011,0.291,1.36837,0.01487435452
GB_10m,GB,10,345,Sed_NA_273,2023-07-20,July,3,1960,1.96,0.025,,0,NH3,0,sediment,6,9:34,14:13,4:39,7,,,-0.0104,-0.0104,N,0.232,0.011,0.291,1.38964,0.0151055621
GB_10m,GB,10,346,Sed_NA_274,2023-07-20,July,1,1980,1.98,0.025,,100,NH3,100,sediment,6,9:36,16:22,6:46,7,,,0.0035,0.0035,N,0.232,0.011,0.291,1.40382,0.01525970049
GB_10m,GB,10,347,Sed_NA_275,2023-07-20,July,2,2050,2.05,0.025,,100,NH3,100,sediment,6,9:36,16:22,6:46,7,,,-0.0062,-0.0062,N,0.232,0.011,0.291,1.45345,0.01579918485
GB_10m,GB,10,348,Sed_NA_276,2023-07-20,July,3,2030,2.03,0.025,,100,NH3,100,sediment,6,9:36,16:22,6:46,7,,,-0.0019,-0.0019,N,0.232,0.011,0.291,1.43927,0.01564504646
GB_10m,GB,10,349,Sed_NA_277,2023-07-20,July,1,2000,2,0.025,,200,NH3,200,sediment,6,9:38,16:28,6:50,7,,,0.0204,0.0204,N,0.232,0.011,0.291,1.418,0.01541383888
GB_10m,GB,10,350,Sed_NA_278,2023-07-20,July,2,2070,2.07,0.025,,200,NH3,200,sediment,6,9:38,16:28,6:50,7,,,0.0113,0.0113,N,0.232,0.011,0.291,1.46763,0.01595332324
GB_10m,GB,10,351,Sed_NA_279,2023-07-20,July,3,1950,1.95,0.025,,200,NH3,200,sediment,6,9:38,16:28,6:50,7,,,0.0059,0.0059,N,0.232,0.011,0.291,1.38255,0.01502849291
GB_10m,GB,10,352,Sed_NA_280,2023-07-20,July,1,1940,1.94,0.025,,800,NH3,800,sediment,6,9:41,16:33,6:52,8,,,0.2864,0.2864,N,0.232,0.011,0.291,1.37546,0.01495142371
GB_10m,GB,10,353,Sed_NA_281,2023-07-20,July,2,2000,2,0.025,,800,NH3,800,sediment,6,9:41,16:33,6:52,8,,,0.2807,0.2807,N,0.232,0.011,0.291,1.418,0.01541383888
GB_10m,GB,10,354,Sed_NA_282,2023-07-20,July,3,2080,2.08,0.025,,800,NH3,800,sediment,6,9:41,16:33,6:52,8,,,0.229,0.229,N,0.232,0.011,0.291,1.47472,0.01603039244
GB_10m,GB,10,355,Sed_NA_283,2023-07-20,July,1,1990,1.99,0.025,,1600,NH3,1600,sediment,6,9:45,16:36,6:51,8,,,0.8016,0.8016,N,0.232,0.011,0.291,1.41091,0.01533676969
GB_10m,GB,10,356,Sed_NA_284,2023-07-20,July,2,2090,2.09,0.025,,1600,NH3,1600,sediment,6,9:45,16:36,6:51,8,,,0.7978,0.7978,N,0.232,0.011,0.291,1.48181,0.01610746163
GB_10m,GB,10,357,Sed_NA_285,2023-07-20,July,3,1960,1.96,0.025,,1600,NH3,1600,sediment,6,9:45,16:36,6:51,8,,,0.9312,0.9312,N,0.232,0.011,0.291,1.38964,0.0151055621
GB_10m,GB,10,358,Sed_NA_286,2023-07-20,July,1,2060,2.06,0.025,,2000,NH3,2000,sediment,6,9:48,16:46,6:58,8,,,1.0632,1.0632,N,0.232,0.011,0.291,1.46054,0.01587625405
GB_10m,GB,10,359,Sed_NA_287,2023-07-20,July,2,2010,2.01,0.025,,2000,NH3,2000,sediment,6,9:48,16:46,6:58,8,,,1.0036,1.0036,N,0.232,0.011,0.291,1.42509,0.01549090808
GB_10m,GB,10,360,Sed_NA_288,2023-07-20,July,3,1980,1.98,0.025,,2000,NH3,2000,sediment,6,9:48,16:46,6:58,8,,,1.0983,1.0983,N,0.232,0.011,0.291,1.40382,0.01525970049
BW0.5m,BW,0.5,361,Biofilm_NA_37,2023-07-21,July,1,2000,2,0.025,,0,NH3,0,biofilm,6,9:49,16:45,6:56,8,,,0.0022,0.0022,N,1.252,,,,2.5040
BW0.5m,BW,0.5,362,Biofilm_NA_38,2023-07-21,July,2,2040,2.04,0.025,,0,NH3,0,biofilm,6,9:49,16:45,6:56,8,,,0.0015,0.0015,N,1.252,,,,2.5541
BW0.5m,BW,0.5,363,Biofilm_NA_39,2023-07-21,July,3,2070,2.07,0.025,,0,NH3,0,biofilm,6,9:49,16:45,6:56,8,,,-0.0027,-0.0027,N,1.252,,,,2.5916
BW0.5m,BW,0.5,364,Biofilm_NA_40,2023-07-21,July,1,2020,2.02,0.025,,100,NH3,100,biofilm,6,9:51,16:51,7:00,8,,,0.0597,0.0597,N,1.252,,,,2.5290
BW0.5m,BW,0.5,365,Biofilm_NA_41,2023-07-21,July,2,2020,2.02,0.025,,100,NH3,100,biofilm,6,9:51,16:51,7:00,8,,,0.0727,0.0727,N,1.252,,,,2.5290
BW0.5m,BW,0.5,366,Biofilm_NA_42,2023-07-21,July,3,2000,2,0.025,,100,NH3,100,biofilm,6,9:51,16:51,7:00,8,,,0.067,0.067,N,1.252,,,,2.5040
BW0.5m,BW,0.5,367,Biofilm_NA_43,2023-07-21,July,1,2020,2.02,0.025,,200,NH3,200,biofilm,6,9:54,16:58,7:04,8,,,0.1466,0.1466,N,1.252,,,,2.5290
BW0.5m,BW,0.5,368,Biofilm_NA_44,2023-07-21,July,2,2010,2.01,0.025,,200,NH3,200,biofilm,6,9:54,16:58,7:04,8,,,0.1513,0.1513,N,1.252,,,,2.5165
BW0.5m,BW,0.5,369,Biofilm_NA_45,2023-07-21,July,3,2000,2,0.025,,200,NH3,200,biofilm,6,9:54,16:58,7:04,8,,,0.1574,0.1574,N,1.252,,,,2.5040
BW0.5m,BW,0.5,370,Biofilm_NA_46,2023-07-21,July,1,1940,1.94,0.025,,800,NH3,800,biofilm,6,9:56,16:58,7:02,9,,,0.6407,0.6407,N,1.252,,,,2.4289
BW0.5m,BW,0.5,371,Biofilm_NA_47,2023-07-21,July,2,2020,2.02,0.025,,800,NH3,800,biofilm,6,9:56,16:58,7:02,9,,,0.7262,0.7262,N,1.252,,,,2.5290
BW0.5m,BW,0.5,372,Biofilm_NA_48,2023-07-21,July,3,1980,1.98,0.025,,800,NH3,800,biofilm,6,9:56,16:58,7:02,9,,,0.71,0.71,N,1.252,,,,2.4790
BW0.5m,BW,0.5,373,Biofilm_NA_49,2023-07-21,July,1,2010,2.01,0.025,,1600,NH3,1600,biofilm,6,9:58,17:02,7:04,9,,,1.414,1.414,N,1.252,,,,2.5165
BW0.5m,BW,0.5,374,Biofilm_NA_50,2023-07-21,July,2,2010,2.01,0.025,,1600,NH3,1600,biofilm,6,9:58,17:02,7:04,9,,,1.3608,1.3608,N,1.252,,,,2.5165
BW0.5m,BW,0.5,375,Biofilm_NA_51,2023-07-21,July,3,1990,1.99,0.025,,1600,NH3,1600,biofilm,6,9:58,17:02,7:04,9,,,1.381,1.381,N,1.252,,,,2.4915
BW0.5m,BW,0.5,376,Biofilm_NA_52,2023-07-21,July,1,2040,2.04,0.025,,2000,NH3,2000,biofilm,6,10:00,17:11,7:11,9,,,1.8045,1.8045,N,1.252,,,,2.5541
BW0.5m,BW,0.5,377,Biofilm_NA_53,2023-07-21,July,2,2050,2.05,0.025,,2000,NH3,2000,biofilm,6,10:00,17:11,7:11,9,,,1.807,1.807,N,1.252,,,,2.5666
BW0.5m,BW,0.5,378,Biofilm_NA_54,2023-07-21,July,3,2030,2.03,0.025,,2000,NH3,2000,biofilm,6,10:00,17:11,7:11,9,,,1.7888,1.7888,N,1.252,,,,2.5416
GB0.5m,GB,0.5,379,Biofilm_NA_55,2023-07-20,July,1,2010,2.01,0.025,,0,NH3,0,biofilm,6,9:50,16:47,6:57,8,,,0.0515,0.0515,N,0.788,,,,1.5839
GB0.5m,GB,0.5,380,Biofilm_NA_56,2023-07-20,July,2,1980,1.98,0.025,,0,NH3,0,biofilm,6,9:50,16:47,6:57,8,,,0.0684,0.0684,N,0.788,,,,1.5602
GB0.5m,GB,0.5,381,Biofilm_NA_57,2023-07-20,July,3,2010,2.01,0.025,,0,NH3,0,biofilm,6,9:50,16:47,6:57,8,,,0.0593,0.0593,N,0.788,,,,1.5839
